Paper,Reviewer,Decision,Review
"Adapting standard external clustering metrics for repetitive, noisy observations",Erickson H.C.,False,Meh
The effects of voids in quasi-static indentation of resin-infused reinforced polymers,Meaker K.S.,True,Not bad at all
The effects of voids in quasi-static indentation of resin-infused reinforced polymers,Knezevic M.,False,Nothing makes sense
The effects of voids in quasi-static indentation of resin-infused reinforced polymers,Sommerfeldt S.D.,True,The best thing I have ever read
"Isogeometric boundary element methods and patch tests for linear elastic problems: Formulation, numerical integration, and applications",Von Moll A.,True,The best thing I have ever read
"Isogeometric boundary element methods and patch tests for linear elastic problems: Formulation, numerical integration, and applications",Vermeltfoort A.T.,False,I fell asleep while reading
"Isogeometric boundary element methods and patch tests for linear elastic problems: Formulation, numerical integration, and applications",Parsekian G.A.,True,Interesting
Irregular quadrature amplitude modulation for adaptive physical-layer security,Nickerl A.,False,I fell asleep while reading
Irregular quadrature amplitude modulation for adaptive physical-layer security,Arashida Y.,True,The best thing I have ever read
Irregular quadrature amplitude modulation for adaptive physical-layer security,Dryer Z.,True,Not bad at all
Machine-learned multi-system surrogate models for materials prediction,Passey D.J.,True,Not bad at all
Machine-learned multi-system surrogate models for materials prediction,Chiang S.-H.W.,True,Interesting
Machine-learned multi-system surrogate models for materials prediction,Nelson N.,True,The best thing I have ever read
Synchronization between sensors and cameras in movement data labeling frameworks,Briceño X.,True,The best thing I have ever read
Synchronization between sensors and cameras in movement data labeling frameworks,Redd B.,True,The best thing I have ever read
Synchronization between sensors and cameras in movement data labeling frameworks,Wirthlin M.,False,Meh
Nonreciprocal Radio System Calibration for Propagation-Based Key Generation,Hotchkiss R.H.,False,Meh
Nonreciprocal Radio System Calibration for Propagation-Based Key Generation,Metro D.,True,The best thing I have ever read
Nonreciprocal Radio System Calibration for Propagation-Based Key Generation,Mehmood R.,True,Not bad at all
"Associations between evaporative cooling and dust-mite allergens, endotoxins, and β-(1 → 3)-d-glucans in house dust: A study of low-income homes",Wang X.,True,Interesting
"Associations between evaporative cooling and dust-mite allergens, endotoxins, and β-(1 → 3)-d-glucans in house dust: A study of low-income homes",Meaker K.S.,True,The best thing I have ever read
"Associations between evaporative cooling and dust-mite allergens, endotoxins, and β-(1 → 3)-d-glucans in house dust: A study of low-income homes",Mulford R.B.,False,I fell asleep while reading
"Heat transfer, efficiency and turn-down ratio of a dynamic radiative heat exchanger",Rybkowski Z.K.,True,The best thing I have ever read
"Heat transfer, efficiency and turn-down ratio of a dynamic radiative heat exchanger",Qu Y.,False,I would not even use it as toilet paper
"Heat transfer, efficiency and turn-down ratio of a dynamic radiative heat exchanger",Zeng M.,True,The best thing I have ever read
Space-Time Coded ARTM CPM for Aeronautical Telemetry,Gagakuma E.,False,My dog can write better
Space-Time Coded ARTM CPM for Aeronautical Telemetry,Saquib M.,True,The best thing I have ever read
Space-Time Coded ARTM CPM for Aeronautical Telemetry,Miao X.,True,Interesting
Efficient evolutionary learning algorithm for real-time embedded vision applications,Pears A.N.,True,Not bad at all
Efficient evolutionary learning algorithm for real-time embedded vision applications,Simons T.,True,The best thing I have ever read
Efficient evolutionary learning algorithm for real-time embedded vision applications,Amin M.N.,True,Interesting
Johnny's Journey Toward Usable Secure Email,Vaziripour E.,True,Not bad at all
Johnny's Journey Toward Usable Secure Email,Johnson C.,True,Interesting
Johnny's Journey Toward Usable Secure Email,Grimsman D.,True,The best thing I have ever read
Model Boundary Approximation Method as a Unifying Framework for Balanced Truncation and Singular Perturbation Approximation,Webb B.,False,Meh
Model Boundary Approximation Method as a Unifying Framework for Balanced Truncation and Singular Perturbation Approximation,Bischoff M.,True,Interesting
Model Boundary Approximation Method as a Unifying Framework for Balanced Truncation and Singular Perturbation Approximation,Gustafson E.,True,Interesting
Quality assessment of images with multiple distortions based on phase congruency and gradient magnitude,Casbeer D.W.,True,Not bad at all
Quality assessment of images with multiple distortions based on phase congruency and gradient magnitude,Hartman B.M.,False,I fell asleep while reading
Quality assessment of images with multiple distortions based on phase congruency and gradient magnitude,Anagnostou E.N.,True,Interesting
Heat set creases in polyethylene terephthalate (PET) sheets to enable origami-based applications,Takeuchi I.,False,Meh
Heat set creases in polyethylene terephthalate (PET) sheets to enable origami-based applications,Lemmon J.P.,True,Not bad at all
Heat set creases in polyethylene terephthalate (PET) sheets to enable origami-based applications,Dearden J.,True,Interesting
Identifying the relative importance of predictive variables in artificial neural networks based on data produced through a discrete event simulation of a manufacturing environment,Keller A.M.,True,Not bad at all
Identifying the relative importance of predictive variables in artificial neural networks based on data produced through a discrete event simulation of a manufacturing environment,Andersson K.,True,The best thing I have ever read
Identifying the relative importance of predictive variables in artificial neural networks based on data produced through a discrete event simulation of a manufacturing environment,Wen S.-J.,False,Nothing makes sense
Moderating operator influence in human-swarm systems,Allen T.F.,True,Interesting
Moderating operator influence in human-swarm systems,Shaikh M.T.,True,Not bad at all
Moderating operator influence in human-swarm systems,Yellowhorse A.,True,Interesting
Intent-based robotic path-replanning: When to adapt new paths in dynamic environments,Crandall J.W.,True,Interesting
Intent-based robotic path-replanning: When to adapt new paths in dynamic environments,Wikle J.K.,True,Not bad at all
Intent-based robotic path-replanning: When to adapt new paths in dynamic environments,Killpack M.D.,True,The best thing I have ever read
Proving data race freedom in task parallel programs using a weaker partial order,Sarić A.A.,True,The best thing I have ever read
Proving data race freedom in task parallel programs using a weaker partial order,Rodin G.J.,True,The best thing I have ever read
Proving data race freedom in task parallel programs using a weaker partial order,Oesterle B.,False,Meh
Identifying Team Selection and Alignment Factors by Delivery Method for Transportation Projects,Emelifeonwu J.,True,The best thing I have ever read
Identifying Team Selection and Alignment Factors by Delivery Method for Transportation Projects,Richard F.R.Y.,True,Not bad at all
Identifying Team Selection and Alignment Factors by Delivery Method for Transportation Projects,Chatterjee S.,True,Not bad at all
On Sparse Channel Estimation in Aeronautical Telemetry,Chalfant T.,False,I fell asleep while reading
On Sparse Channel Estimation in Aeronautical Telemetry,Song R.,True,Interesting
On Sparse Channel Estimation in Aeronautical Telemetry,Long D.G.,True,Not bad at all
Probabilistic Network Observability of a Hybrid Power System with Communication Irregularities,Belanger H.,True,Interesting
Probabilistic Network Observability of a Hybrid Power System with Communication Irregularities,Koch D.P.,True,Interesting
Probabilistic Network Observability of a Hybrid Power System with Communication Irregularities,Troyanskaya M.,True,The best thing I have ever read
Network Reduction in Transient Stability Models using Partial Response Matching,Cannon M.J.,True,Interesting
Network Reduction in Transient Stability Models using Partial Response Matching,Nelsen B.W.,True,Not bad at all
Network Reduction in Transient Stability Models using Partial Response Matching,Bischoff M.,True,Interesting
Origami-inspired sacrificial joints for folding compliant mechanisms,Cao J.,False,My dog can write better
Origami-inspired sacrificial joints for folding compliant mechanisms,Fullwood D.T.,True,Interesting
Origami-inspired sacrificial joints for folding compliant mechanisms,Dwivedi V.H.,True,Interesting
Observed building damage patterns and foundation performance in Mexico City following the 2017 M7.1 Puebla-Mexico City earthquake,Salmon J.,True,The best thing I have ever read
Observed building damage patterns and foundation performance in Mexico City following the 2017 M7.1 Puebla-Mexico City earthquake,Medina J.,True,Interesting
Observed building damage patterns and foundation performance in Mexico City following the 2017 M7.1 Puebla-Mexico City earthquake,Fistler M.,True,The best thing I have ever read
Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,Ni Q.,False,Meh
Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,Howell L.,True,The best thing I have ever read
Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,Kowalski T.,True,Not bad at all
Mechanical and temperature resilience of multi-material systems for printed electronics packaging,Fortes E.S.,True,Interesting
Mechanical and temperature resilience of multi-material systems for printed electronics packaging,Chartrand N.,True,The best thing I have ever read
Mechanical and temperature resilience of multi-material systems for printed electronics packaging,Zhou Z.,True,Not bad at all
Feedback regulation of immune response to maximum exercise in Gulf war illness,Smith D.,True,Not bad at all
Feedback regulation of immune response to maximum exercise in Gulf war illness,Gur R.E.,True,The best thing I have ever read
Feedback regulation of immune response to maximum exercise in Gulf war illness,Ching C.R.K.,True,Not bad at all
Examining Nonlinear Terahertz Photonic and Phononic Excitation with Two-Dimensional Spectroscopy,Casbeer D.,True,The best thing I have ever read
Examining Nonlinear Terahertz Photonic and Phononic Excitation with Two-Dimensional Spectroscopy,Von Moll A.,True,The best thing I have ever read
Examining Nonlinear Terahertz Photonic and Phononic Excitation with Two-Dimensional Spectroscopy,Salmon J.L.,True,Not bad at all
Direct Comparison between Multi-Dimensional Terahertz Vibrational Spectroscopies,Pehrson N.,True,The best thing I have ever read
Direct Comparison between Multi-Dimensional Terahertz Vibrational Spectroscopies,Avila A.,True,The best thing I have ever read
Direct Comparison between Multi-Dimensional Terahertz Vibrational Spectroscopies,Dornisch W.,False,Nothing makes sense
Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip: Isoflux wall,Hyatt L.P.,True,Not bad at all
Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip: Isoflux wall,Liu L.,True,The best thing I have ever read
Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip: Isoflux wall,Chatterjee S.,True,Not bad at all
Just-noticeable difference binary pattern for reduced reference image quality assessment,Miao D.,True,Interesting
Just-noticeable difference binary pattern for reduced reference image quality assessment,Cayeux E.,True,Interesting
Just-noticeable difference binary pattern for reduced reference image quality assessment,Baskaran R.,False,Is this a joke?
Free Space Excitation in Optofluidic Devices for Single Particle Detection,Searle H.,True,The best thing I have ever read
Free Space Excitation in Optofluidic Devices for Single Particle Detection,Downing T.,False,I fell asleep while reading
Free Space Excitation in Optofluidic Devices for Single Particle Detection,Stambaugh A.,True,The best thing I have ever read
Multiplexed Detection of Single Antibiotic Drug-Resistant Plasmids using Multimode Interference Waveguide Based Optofluidic Chip,Smalley D.,True,The best thing I have ever read
Multiplexed Detection of Single Antibiotic Drug-Resistant Plasmids using Multimode Interference Waveguide Based Optofluidic Chip,Cathey C.,True,Not bad at all
Multiplexed Detection of Single Antibiotic Drug-Resistant Plasmids using Multimode Interference Waveguide Based Optofluidic Chip,Parthiban V.,True,Interesting
Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,Lay K.,True,The best thing I have ever read
Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,Ramos K.,True,The best thing I have ever read
Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,Park M.,True,The best thing I have ever read
Transparency: Transitioning From Human–Machine Systems to Human-Swarm Systems,Ellingson G.,True,Not bad at all
Transparency: Transitioning From Human–Machine Systems to Human-Swarm Systems,Park M.,True,Interesting
Transparency: Transitioning From Human–Machine Systems to Human-Swarm Systems,Du X.,True,Not bad at all
An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,Mueller T.,False,I fell asleep while reading
An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,Janke D.,True,Interesting
An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,Austin D.E.,True,Interesting
An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,Xiao M.,True,Not bad at all
An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,Aghito M.,True,Interesting
An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,Verbert K.,True,Not bad at all
An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,Lam S.-H.,False,I fell asleep while reading
An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,Kinnison W.,True,Interesting
An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,Christensen J.E.,True,Not bad at all
Design of a Clinical Decision Support System for Predicting Erectile Dysfunction in Men Using NHIRD Dataset,Hawkins A.,True,Not bad at all
Design of a Clinical Decision Support System for Predicting Erectile Dysfunction in Men Using NHIRD Dataset,Dong J.,True,The best thing I have ever read
Design of a Clinical Decision Support System for Predicting Erectile Dysfunction in Men Using NHIRD Dataset,Meena G.G.,True,Not bad at all
Structure descriptor based on just noticeable difference for texture image classification,Thomas M.,True,The best thing I have ever read
Structure descriptor based on just noticeable difference for texture image classification,Calvopiña D.G.,True,Interesting
Structure descriptor based on just noticeable difference for texture image classification,Sorensen C.D.,True,Not bad at all
3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex,Miao D.,True,Not bad at all
3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex,Clavijo C.E.,False,Meh
3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex,Hunt J.,True,The best thing I have ever read
Thermal and hydrothermal stability of pure and silica-doped mesoporous aluminas,Hawkins A.R.,True,The best thing I have ever read
Thermal and hydrothermal stability of pure and silica-doped mesoporous aluminas,Adidharma H.,False,My dog can write better
Thermal and hydrothermal stability of pure and silica-doped mesoporous aluminas,Sampad M.J.N.,True,Not bad at all
Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,Shi Y.,True,Interesting
Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,Weber K.S.,True,Not bad at all
Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,Sederberg T.W.,True,Not bad at all
Hardware friendly robust synthetic basis feature descriptor,Taylor A.,True,Not bad at all
Hardware friendly robust synthetic basis feature descriptor,Ignaut B.,False,I fell asleep while reading
Hardware friendly robust synthetic basis feature descriptor,Webb D.,True,Not bad at all
Generating a Binary Symmetric Channel for Wiretap Codes,King M.,True,Interesting
Generating a Binary Symmetric Channel for Wiretap Codes,Jamal A.-S.,True,The best thing I have ever read
Generating a Binary Symmetric Channel for Wiretap Codes,Webb D.,True,The best thing I have ever read
Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology,Baxter L.L.,True,Not bad at all
Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology,Wingate D.W.,True,Interesting
Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology,Berselli G.,True,Interesting
Soft body armor time-dependent back face deformation (BFD) with ballistics gel backing,Zhou G.,True,The best thing I have ever read
Soft body armor time-dependent back face deformation (BFD) with ballistics gel backing,Bolme C.,True,The best thing I have ever read
Soft body armor time-dependent back face deformation (BFD) with ballistics gel backing,Bilancia P.,False,Nothing makes sense
Phase II monitoring of variability using Cusum and EWMA charts with individual observations,Yu M.,True,Interesting
Phase II monitoring of variability using Cusum and EWMA charts with individual observations,Mascarenas D.,True,The best thing I have ever read
Phase II monitoring of variability using Cusum and EWMA charts with individual observations,Cattaneo A.,True,Interesting
Relative moving target tracking and circumnavigation,Wallace J.W.,True,Interesting
Relative moving target tracking and circumnavigation,Song Y.,True,Interesting
Relative moving target tracking and circumnavigation,Wynn J.S.,True,The best thing I have ever read
Visual servoing with feed-forward for precision shipboard landing of an autonomous multirotor,Wilson A.T.,True,The best thing I have ever read
Visual servoing with feed-forward for precision shipboard landing of an autonomous multirotor,Howell R.G.,True,Not bad at all
Visual servoing with feed-forward for precision shipboard landing of an autonomous multirotor,Wheeler D.O.,False,I fell asleep while reading
Tracking multiple vehicles constrained to a road network from a uav with sparse visual measurements,Mulford R.B.,True,Interesting
Tracking multiple vehicles constrained to a road network from a uav with sparse visual measurements,Gorrell S.E.,True,The best thing I have ever read
Tracking multiple vehicles constrained to a road network from a uav with sparse visual measurements,Chanda A.,True,The best thing I have ever read
Abstractions and realizations of dynamic networks,West R.E.,False,My dog can write better
Abstractions and realizations of dynamic networks,Johnson A.W.,True,Interesting
Abstractions and realizations of dynamic networks,Oevermann M.,True,Not bad at all
Quantifying the effects of various factors on the utility of design ethnography in the developing world,Cardall H.,True,Interesting
Quantifying the effects of various factors on the utility of design ethnography in the developing world,Baird S.,True,The best thing I have ever read
Quantifying the effects of various factors on the utility of design ethnography in the developing world,Dahlin E.C.,False,Is this a joke?
Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation,Anderson J.D.,True,Not bad at all
Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation,Niezgoda S.,True,Not bad at all
Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation,Fourment L.,False,Nothing makes sense
Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,Cazzaniga C.,True,Not bad at all
Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,Bohman M.,True,The best thing I have ever read
Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,Bilancia P.,False,Meh
Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,Wu J.,True,Interesting
Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,Andersen J.,False,My dog can write better
Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,Amare N.,True,Not bad at all
Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,Burrow D.,False,Nothing makes sense
Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,Tryon J.E.,True,Not bad at all
Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,Fagergren F.,True,Not bad at all
Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction,Gallacher J.R.,True,The best thing I have ever read
Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction,Emerson P.,True,Interesting
Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction,Stott M.A.,True,Not bad at all
Enhanced-Resolution SMAP Brightness Temperature Image Products,Bentley N.L.,True,The best thing I have ever read
Enhanced-Resolution SMAP Brightness Temperature Image Products,Canizales K.A.,True,The best thing I have ever read
Enhanced-Resolution SMAP Brightness Temperature Image Products,Frediani M.E.B.,True,Not bad at all
Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,Bilodeau R.A.,False,I would not even use it as toilet paper
Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,McCracken S.L.,True,Interesting
Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,Carroll J.D.,True,Interesting
Heat transfer to bouncing droplets on superhydrophobic surfaces,Carlson B.,True,Not bad at all
Heat transfer to bouncing droplets on superhydrophobic surfaces,Prince D.,True,Not bad at all
Heat transfer to bouncing droplets on superhydrophobic surfaces,Linford M.R.,False,I fell asleep while reading
"Relationships between footwear, foot structure, and foot muscle strength",Girod H.,True,The best thing I have ever read
"Relationships between footwear, foot structure, and foot muscle strength",Meaker K.S.,False,Nothing makes sense
"Relationships between footwear, foot structure, and foot muscle strength",Chiang S.-H.W.,True,Not bad at all
Running shoe optimal stiffness and speed,Hadi Nazari S.,True,Not bad at all
Running shoe optimal stiffness and speed,Long D.G.,True,The best thing I have ever read
Running shoe optimal stiffness and speed,Perego A.,False,Nothing makes sense
Accelerating silicon photonic parameter extraction using artificial neural networks,Davis A.,True,Interesting
Accelerating silicon photonic parameter extraction using artificial neural networks,Chou Y.,True,Interesting
Accelerating silicon photonic parameter extraction using artificial neural networks,Miao X.,False,Meh
Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants,Calvopiña D.G.,True,Not bad at all
Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants,Awerkamp P.,True,Interesting
Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants,Adams D.W.,True,Not bad at all
S-splines: A simple surface solution for IGA and CAD,Machekposhti D.F.,False,My dog can write better
S-splines: A simple surface solution for IGA and CAD,Ling M.,True,Not bad at all
S-splines: A simple surface solution for IGA and CAD,Baskaran R.,True,Not bad at all
Atomistic survey of grain boundary-dislocation interactions in FCC nickel,Lam S.-H.,True,Interesting
Atomistic survey of grain boundary-dislocation interactions in FCC nickel,Hawkins A.,True,The best thing I have ever read
Atomistic survey of grain boundary-dislocation interactions in FCC nickel,Schuh C.A.,True,The best thing I have ever read
Lowman's model goes back to the movies,Ames D.C.,True,The best thing I have ever read
Lowman's model goes back to the movies,McLain T.W.,False,Nothing makes sense
Lowman's model goes back to the movies,Jensen R.R.,True,Not bad at all
Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,Wanik D.W.,False,I fell asleep while reading
Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,Black R.A.,True,Interesting
Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,Van Hoe B.,True,Not bad at all
"Disaster reconnaissance using multiple small unmanned aerial vehicles""",Beard R.,True,Not bad at all
"Disaster reconnaissance using multiple small unmanned aerial vehicles""",Selvan K.T.,True,Not bad at all
"Disaster reconnaissance using multiple small unmanned aerial vehicles""",Heiner B.K.,True,The best thing I have ever read
EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,Brivadis E.,True,Interesting
EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,Berselli G.,True,Not bad at all
EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,Banik J.A.,True,The best thing I have ever read
Deep RC: Enabling remote control through deep learning,Heath D.,True,The best thing I have ever read
Deep RC: Enabling remote control through deep learning,Bodily P.M.,True,Not bad at all
Deep RC: Enabling remote control through deep learning,Bunnell S.,True,The best thing I have ever read
Encirclement of moving targets using relative range and bearing measurements,Afran M.S.,True,The best thing I have ever read
Encirclement of moving targets using relative range and bearing measurements,Oman K.G.,True,The best thing I have ever read
Encirclement of moving targets using relative range and bearing measurements,Rice M.,True,The best thing I have ever read
Error-state LQR control of a multirotor UAV,Duffield M.O.,True,Interesting
Error-state LQR control of a multirotor UAV,Sahawneh L.R.,False,My dog can write better
Error-state LQR control of a multirotor UAV,Reimschiissel B.,True,Interesting
Visual servoing for multirotor precision landing in daylight and after-dark conditions,McLain T.,True,Not bad at all
Visual servoing for multirotor precision landing in daylight and after-dark conditions,Li X.,True,Interesting
Visual servoing for multirotor precision landing in daylight and after-dark conditions,Cheney T.,True,Interesting
Improved Ultrahigh-Resolution Wind Retrieval for RapidScat,Hardman M.A.,True,The best thing I have ever read
Improved Ultrahigh-Resolution Wind Retrieval for RapidScat,Jensen M.A.,True,The best thing I have ever read
Improved Ultrahigh-Resolution Wind Retrieval for RapidScat,Butler B.W.,True,The best thing I have ever read
Scatterometer Backscatter Imaging Using Backus-Gilbert Inversion,Hill J.C.,True,Not bad at all
Scatterometer Backscatter Imaging Using Backus-Gilbert Inversion,Austin D.E.,True,The best thing I have ever read
Scatterometer Backscatter Imaging Using Backus-Gilbert Inversion,Pietrosimone B.,False,My dog can write better
Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,Villanueva I.,True,Not bad at all
Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,Phipps E.R.,True,Interesting
Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,O'Neill M.,True,The best thing I have ever read
Gesture commands for controlling high-level UAV behavior,Gorrell S.E.,True,The best thing I have ever read
Gesture commands for controlling high-level UAV behavior,Montgomery J.,True,The best thing I have ever read
Gesture commands for controlling high-level UAV behavior,Hedengren J.D.,False,I would not even use it as toilet paper
Using case-method pedagogy to facilitate audience awareness,Benson D.,True,Interesting
Using case-method pedagogy to facilitate audience awareness,Villanueva I.,False,I fell asleep while reading
Using case-method pedagogy to facilitate audience awareness,Morgan D.,True,The best thing I have ever read
Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,Hansen L.T.,True,Not bad at all
Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,Frost C.,True,Not bad at all
Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,Chu H.,True,Interesting
Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,Coburn J.Q.,True,The best thing I have ever read
Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,Wallace J.W.,True,Interesting
Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,Hedengren J.D.,True,Not bad at all
Data classification and parameter identification in power systems by manifold learning,Loney D.A.,True,Not bad at all
Data classification and parameter identification in power systems by manifold learning,Transtrum M.T.,True,The best thing I have ever read
Data classification and parameter identification in power systems by manifold learning,Hargis B.H.,False,My dog can write better
Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),Ward C.J.,False,Is this a joke?
Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),Nordin G.,True,The best thing I have ever read
Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),Howland S.,True,The best thing I have ever read
Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model,Clayburn Z.,False,My dog can write better
Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model,Jorgensen J.J.,True,Not bad at all
Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model,Christensen J.E.,True,Interesting
Site effects in Mexico City basin: Past and present,Roy J.,True,The best thing I have ever read
Site effects in Mexico City basin: Past and present,Liang J.H.,True,The best thing I have ever read
Site effects in Mexico City basin: Past and present,Lopez J.S.,True,Interesting
Thermal and Vapor Smoothing of Thermoplastic for Reduced Surface Roughness of Additive Manufactured RF Electronics,Nordin G.,True,The best thing I have ever read
Thermal and Vapor Smoothing of Thermoplastic for Reduced Surface Roughness of Additive Manufactured RF Electronics,Machanzi T.,True,Not bad at all
Thermal and Vapor Smoothing of Thermoplastic for Reduced Surface Roughness of Additive Manufactured RF Electronics,Small K.A.,True,Not bad at all
In-plane permeability characterization of engineering textiles based on radial flow experiments: A benchmark exercise,Zobell B.,False,Nothing makes sense
In-plane permeability characterization of engineering textiles based on radial flow experiments: A benchmark exercise,Rich J.T.,True,Not bad at all
In-plane permeability characterization of engineering textiles based on radial flow experiments: A benchmark exercise,Day N.,True,Interesting
Physical-Layer Security: Does it Work in a Real Environment?,Harmer R.,True,Interesting
Physical-Layer Security: Does it Work in a Real Environment?,Fernandes T.,True,The best thing I have ever read
Physical-Layer Security: Does it Work in a Real Environment?,Chu H.,True,Not bad at all
"Jet features: Hardware-friendly, learned convolutional kernels for high-speed image classification",Warnick G.M.,True,The best thing I have ever read
"Jet features: Hardware-friendly, learned convolutional kernels for high-speed image classification",Gammer B.,False,Meh
"Jet features: Hardware-friendly, learned convolutional kernels for high-speed image classification",Chiang S.-H.W.,True,Not bad at all
The design critique and the moral goods of studio pedagogy,Butler J.,False,Nothing makes sense
The design critique and the moral goods of studio pedagogy,Wright G.A.,True,The best thing I have ever read
The design critique and the moral goods of studio pedagogy,Austin D.E.,True,Interesting
Single Particle Detection Enhancement with Wavelet-based Signal Processing Technique,Lystrup C.,False,I would not even use it as toilet paper
Single Particle Detection Enhancement with Wavelet-based Signal Processing Technique,Woodbury N.,True,The best thing I have ever read
Single Particle Detection Enhancement with Wavelet-based Signal Processing Technique,Lyng G.,True,Not bad at all
Sagittal plane walking biomechanics in individuals with knee osteoarthritis after quadriceps strengthening,Walker Z.,False,Is this a joke?
