Paper,Citation
10.1016/j.cma.2017.03.009/P,10.1016/j.ijheatmasstransfer.2016.12.076/O
10.1016/j.cma.2017.03.009/P,10.1016/j.bios.2016.12.071/O
10.1007/s11837-017-2334-6/P,10.1109/MWSYM.2017.8058605/O
10.1007/s11837-017-2334-6/P,10.1016/j.jmapro.2017.07.015/O
10.1007/s11837-017-2334-6/P,10.1007/s12206-017-0742-8/O
10.1007/s11837-017-2334-6/P,10.1007/s11837-017-2334-6/O
10.1007/s11837-017-2334-6/P,10.1115/1.4035686/O
10.1007/s11837-017-2334-6/P,10.1016/j.matdes.2016.11.066/O
10.1007/s11837-017-2334-6/P,10.1061/9780784480458.003/O
10.1007/s11837-017-2334-6/P,10.2118/185926-ms/O
10.1109/SYSCON.2017.7934789/P,10.1109/IROS.2017.8206443/O
10.1109/SYSCON.2017.7934789/P,10.1109/ICUAS.2017.7991391/O
10.1109/SYSCON.2017.7934789/P,10.1109/SYSCON.2017.7934789/O
10.1109/SYSCON.2017.7934789/P,10.2514/6.2017-0908/O
10.1109/SYSCON.2017.7934789/P,10.33012/2017.15158/O
10.1109/SYSCON.2017.7934789/P,10.2514/6.2017-1152/O
10.1109/SYSCON.2017.7934789/P,10.2514/1.I010503/O
10.1109/SYSCON.2017.7934789/P,10.1061/9780784480458.053/O
10.1016/j.msea.2017.04.032/P,10.1016/j.msea.2017.04.032/O
10.1109/LPT.2017.2686354/P,10.1117/12.2250582/O
10.1109/LPT.2017.2686354/P,10.1109/IPCon.2016.7831137/O
10.1109/LPT.2017.2686354/P,10.1016/j.ijheatmasstransfer.2017.03.044/O
10.1109/LPT.2017.2686354/P,10.1109/LPT.2017.2686354/O
10.1109/LPT.2017.2686354/P,10.1364/CLEO_AT.2017.JTu5A.128/O
10.1109/LPT.2017.2686354/P,10.3390/mi8080252/O
10.1109/LPT.2017.2686354/P,10.1109/MWSYM.2017.8058605/O
10.1109/LPT.2017.2686354/P,10.1364/CLEO_SI.2017.SM4C.5/O
10.1109/LPT.2017.2686354/P,10.1109/TAP.2017.2708084/O
10.1109/LPT.2017.2686354/P,10.1016/j.bios.2016.12.071/O
10.1109/LPT.2017.2686354/P,10.1007/978-3-319-45387-3_10/O
10.1016/j.bios.2016.12.071/P,10.1177/2041731417718809/O
10.1016/j.bios.2016.12.071/P,10.2514/6.2017-4049/O
10.1016/j.bios.2016.12.071/P,10.1039/c7lc00644f/O
10.1016/j.bios.2016.12.071/P,10.1016/j.cma.2017.03.009/O
10.1016/j.bios.2016.12.071/P,10.1007/s10439-016-1765-5/O
10.1016/j.bios.2016.12.071/P,10.3390/mi8080252/O
10.1016/j.bios.2016.12.071/P,10.1115/1.4036336/O
10.1016/j.bios.2016.12.071/P,10.1016/j.biomaterials.2017.02.021/O
10.1016/j.bios.2016.12.071/P,10.24928/2017/0182/O
10.1016/j.bios.2016.12.071/P,10.1109/LPT.2017.2686354/O
10.1016/j.bios.2016.12.071/P,10.1115/GT201763490/O
10.1007/s10694-016-0644-9/P,10.1007/s10694-016-0644-9/O
10.1007/s10694-016-0644-9/P,10.1115/GT2017-63724/O
10.1016/j.epsr.2017.01.039/P,10.1021/acs.iecr.7b03748/O
10.1016/j.epsr.2017.01.039/P,10.1016/j.epsr.2017.01.039/O
10.1016/j.epsr.2017.01.039/P,10.1111/risa.12652/O
10.1016/j.epsr.2017.01.039/P,10.2514/6.2017-1619/O
10.1016/j.epsr.2017.01.039/P,10.2514/6.2017-4049/O
10.1109/TPWRS.2016.2611511/P,10.1109/TPWRS.2016.2611511/O
10.1109/TPWRS.2016.2611511/P,10.4271/2017-01-1329/O
10.1109/TPWRS.2016.2611511/P,10.1115/DETC2017-67081/O
10.1109/TPWRS.2016.2611511/P,10.2514/6.2017-4043/O
10.1016/j.biomaterials.2017.02.021/P,10.1016/j.joca.2017.05.004/O
10.1016/j.biomaterials.2017.02.021/P,10.1016/j.bios.2016.12.071/O
10.1016/j.biomaterials.2017.02.021/P,10.1115/1.4036336/O
10.1016/j.biomaterials.2017.02.021/P,10.1021/acs.bioconjchem.7b00281/O
10.1016/j.biomaterials.2017.02.021/P,10.1007/s10439-016-1765-5/O
10.1016/j.biomaterials.2017.02.021/P,10.1007/s10439-017-1852-2/O
10.1016/j.biomaterials.2017.02.021/P,10.1016/j.biomaterials.2017.02.021/O
10.1016/j.biomaterials.2017.02.021/P,10.1109/ICORR.2017.8009242/O
10.1016/j.biomaterials.2017.02.021/P,10.1039/c7lc00644f/O
10.1016/j.biomaterials.2017.02.021/P,10.1007/s10439-017-1910-9/O
10.1016/j.biomaterials.2017.02.021/P,10.1177/2041731417718809/O
10.1007/s11837-017-2309-7/P,10.1007/s11837-017-2309-7/O
10.1007/s11837-017-2309-7/P,10.1016/j.matdes.2016.11.066/O
10.1007/s11837-017-2309-7/P,10.1007/978-3-319-52392-7_91/O
10.1088/1361-6528/aa68b0/P,10.1109/TCSII.2016.2642820/O
10.1088/1361-6528/aa68b0/P,10.1088/1361-6528/aa68b0/O
10.1088/1361-6528/aa68b0/P,10.1088/1361-6528/aa68ae/O
10.1088/1361-6528/aa68b0/P,10.1115/DETC2017-68025/O
10.1088/1361-6528/aa68ae/P,10.1021/acs.bioconjchem.7b00281/O
10.1088/1361-6528/aa68ae/P,10.1116/1.4984807/O
10.1088/1361-6528/aa68ae/P,10.1016/j.bios.2016.12.071/O
10.1088/1361-6528/aa68ae/P,10.1088/1361-6528/aa68b0/O
10.1088/1361-6528/aa68ae/P,10.1088/1361-6528/aa68ae/O
10.1080/16864360.2016.1240449/P,10.1109/TAES.2017.2671785/O
10.1080/16864360.2016.1240449/P,10.1016/j.ijheatmasstransfer.2016.12.076/O
10.1080/16864360.2016.1240449/P,10.1115/DETC201767584/O
10.1080/16864360.2016.1240449/P,10.1080/16864360.2016.1240449/O
10.1080/16864360.2016.1240449/P,10.1080/16864360.2016.1273578/O
10.1080/16864360.2016.1240449/P,10.2514/6.2017-3519/O
10.1080/16864360.2016.1240449/P,10.1364/CLEO_AT.2017.JTu5A.128/O
10.1080/16864360.2016.1240449/P,10.1080/16864360.2016.1257184/O
10.1080/16864360.2016.1240449/P,10.1115/DETC201767581/O
10.1080/16864360.2016.1240449/P,10.1115/1.4035674/O
10.1080/16864360.2016.1240449/P,10.4271/2017-01-1329/O
10.1080/16864360.2016.1240449/P,10.1115/DETC201767586/O
10.1016/j.matdes.2017.01.057/P,10.1021/acs.iecr.7b03748/O
10.1016/j.matdes.2017.01.057/P,10.1109/TAP.2017.2758390/O
10.1016/j.matdes.2017.01.057/P,10.1177/0731684417721660/O
10.1016/j.matdes.2017.01.057/P,10.1016/j.matdes.2017.01.057/O
10.1016/j.matdes.2017.01.057/P,10.1021/acs.energyfuels.6b03387/O
10.1016/j.matdes.2017.01.057/P,10.1016/j.ijheatmasstransfer.2017.05.046/O
10.1007/s10439-016-1765-5/P,10.1109/ICRA.2017.7989687/O
10.1007/s10439-016-1765-5/P,10.1016/j.bios.2016.12.071/O
10.1007/s10439-016-1765-5/P,10.1016/j.ijheatmasstransfer.2017.05.046/O
10.1007/s10439-016-1765-5/P,10.1016/j.biomaterials.2017.02.021/O
10.1007/s10439-016-1765-5/P,10.1007/s10439-017-1852-2/O
10.1007/s10439-016-1765-5/P,10.1016/j.conbuildmat.2016.12.112/O
10.1007/s10439-016-1765-5/P,10.1115/1.4035686/O
10.1007/s10439-016-1765-5/P,10.1177/2041731417718809/O
10.1007/s10439-016-1765-5/P,10.1007/s10439-017-1910-9/O
10.1007/s10439-016-1765-5/P,10.1021/acs.bioconjchem.7b00281/O
10.1007/s10439-016-1765-5/P,10.1016/j.joca.2017.05.004/O
10.1007/s10439-016-1765-5/P,10.1039/c7lc00644f/O
10.1007/s10439-016-1765-5/P,10.1007/s10439-016-1765-5/O
10.1115/1.4035686/P,10.1115/DETC2017-67440/O
10.1115/1.4035686/P,10.1007/s10439-016-1765-5/O
10.1115/1.4035686/P,10.1061/9780784480458.003/O
10.1115/1.4035686/P,10.1115/1.4035686/O
10.1115/1.4035686/P,10.1115/DETC2017-68018/O
10.1115/1.4035686/P,10.1007/s12206-017-0742-8/O
10.1115/1.4035686/P,10.1007/s11837-017-2334-6/O
10.1115/1.4035686/P,10.1016/j.jmapro.2017.07.015/O
10.1115/1.4035686/P,10.1115/DETC2017-67439/O
10.1115/1.4035686/P,10.1016/j.matdes.2016.11.066/O
10.1115/1.4035686/P,10.4271/2017-01-1329/O
10.1115/1.4035686/P,10.2118/185926-ms/O
10.1115/1.4035686/P,10.1016/j.commatsci.2017.04.015/O
10.1002/qre.2047/P,10.1002/qre.2047/O
10.4271/2017-01-1329/P,10.1115/DETC2017-67440/O
10.4271/2017-01-1329/P,10.1115/1.4035674/O
10.4271/2017-01-1329/P,10.1115/DETC2017-67439/O
10.4271/2017-01-1329/P,10.1016/j.commatsci.2017.04.015/O
10.4271/2017-01-1329/P,10.1115/DETC2017-68018/O
10.4271/2017-01-1329/P,10.1080/16864360.2016.1273578/O
10.4271/2017-01-1329/P,10.1115/1.4035686/O
10.4271/2017-01-1329/P,10.1115/DETC201767584/O
10.4271/2017-01-1329/P,10.1115/DETC2017-67081/O
10.4271/2017-01-1329/P,10.1016/j.cma.2017.03.009/O
10.4271/2017-01-1329/P,10.1115/DETC201767586/O
10.4271/2017-01-1329/P,10.1109/TPWRS.2016.2611511/O
10.4271/2017-01-1329/P,10.1115/DETC201767581/O
10.4271/2017-01-1329/P,10.1007/s10439-016-1765-5/O
10.4271/2017-01-1329/P,10.4271/2017-01-1329/O
10.4271/2017-01-1329/P,10.1080/16864360.2016.1257184/O
10.1145/2909824.3020225/P,10.1109/TAP.2017.2766679/O
10.1145/2909824.3020225/P,10.1177/0731684417721660/O
10.1145/2909824.3020225/P,10.1109/ICRA.2017.7989687/O
10.1145/2909824.3020225/P,10.1109/ICRA.2017.7989218/O
10.1145/2909824.3020225/P,10.1109/ICRA.2017.7989588/O
10.1145/2909824.3020225/P,10.1145/2909824.3020225/O
10.1145/2909824.3020225/P,10.1145/2909824.3020243/O
10.1145/2909824.3020225/P,10.1007/s00158-016-1518-y/O
10.1145/2909824.3020243/P,10.1109/ICRA.2017.7989687/O
10.1145/2909824.3020243/P,10.1109/ICRA.2017.7989218/O
10.1145/2909824.3020243/P,10.1109/ICRA.2017.7989588/O
10.1145/2909824.3020243/P,10.1145/2909824.3020225/O
10.1145/2909824.3020243/P,10.1145/2909824.3020243/O
10.1007/s11081-015-9295-9/P,10.1109/IROS.2017.8206443/O
10.1007/s11081-015-9295-9/P,10.1007/s11081-015-9295-9/O
10.1061/(ASCE)WR.1943-5452.0000720/P,10.1061/(ASCE)WR.1943-5452.0000720/O
10.1061/(ASCE)WR.1943-5452.0000720/P,10.1111/risa.12652/O
10.1061/(ASCE)WR.1943-5452.0000720/P,10.1061/(ASCE)HY.1943-7900.0001221/O
10.1061/(ASCE)WR.1943-5452.0000720/P,10.1115/DETC201767581/O
10.1061/(ASCE)WR.1943-5452.0000720/P,10.3141/2636-04/O
10.1061/(ASCE)ME.1943-5479.0000483/P,10.1061/(ASCE)EI.1943-5541.0000335/O
10.1061/(ASCE)ME.1943-5479.0000483/P,10.1061/(ASCE)CO.1943-7862.0001310/O
10.1061/(ASCE)ME.1943-5479.0000483/P,10.1061/(ASCE)ME.1943-5479.0000483/O
10.1016/j.ijmultiphaseflow.2016.10.005/P,10.1017/jfm.2017.365/O
10.1016/j.ijmultiphaseflow.2016.10.005/P,10.1016/j.ijmultiphaseflow.2016.10.005/O
10.1016/j.ijmultiphaseflow.2016.10.005/P,10.1016/j.ijheatmasstransfer.2017.03.044/O
10.1016/j.ijmultiphaseflow.2016.10.005/P,10.1016/j.ijheatmasstransfer.2017.03.055/O
10.1111/risa.12652/P,10.1021/acs.iecr.7b03748/O
10.1111/risa.12652/P,10.1016/j.epsr.2017.01.039/O
10.1111/risa.12652/P,10.1061/(ASCE)WR.1943-5452.0000720/O
10.1111/risa.12652/P,10.1111/risa.12652/O
10.1111/risa.12652/P,10.1364/AO.56.001062/O
10.1111/risa.12652/P,10.1177/2041731417718809/O
10.1111/risa.12652/P,10.2514/6.2017-4049/O
10.1016/j.conbuildmat.2016.12.112/P,10.1007/s12206-017-0742-8/O
10.1016/j.conbuildmat.2016.12.112/P,10.1109/ICRA.2017.7989687/O
10.1016/j.conbuildmat.2016.12.112/P,10.1007/s10439-016-1765-5/O
10.1016/j.conbuildmat.2016.12.112/P,10.1016/j.conbuildmat.2016.12.112/O
10.1016/j.conbuildmat.2016.12.112/P,10.1061/9780784480458.003/O
10.1016/j.conbuildmat.2016.12.112/P,10.1115/DETC2017-67081/O
10.1007/s00348-016-2297-3/P,10.1109/TLT.2017.2740172/O
10.1007/s00348-016-2297-3/P,10.1016/j.ijhcs.2017.03.007/O
10.1007/s00348-016-2297-3/P,10.1007/s00348-016-2297-3/O
10.1007/s00348-016-2297-3/P,10.1115/GT201763490/O
10.1007/s00348-016-2297-3/P,10.1021/acs.energyfuels.6b03387/O
10.1016/j.matdes.2016.11.066/P,10.1007/s11837-017-2334-6/O
10.1016/j.matdes.2016.11.066/P,10.1016/j.matdes.2016.11.066/O
10.1016/j.matdes.2016.11.066/P,10.2118/185926-ms/O
10.1016/j.matdes.2016.11.066/P,10.1016/j.bios.2016.12.071/O
10.1016/j.matdes.2016.11.066/P,10.1061/(ASCE)HY.1943-7900.0001221/O
10.1016/j.matdes.2016.11.066/P,10.1061/9780784480458.003/O
10.1016/j.matdes.2016.11.066/P,10.1016/j.jmapro.2017.07.015/O
10.1016/j.matdes.2016.11.066/P,10.1115/1.4035686/O
10.1016/j.matdes.2016.11.066/P,10.1016/j.commatsci.2017.01.017/O
10.1016/j.matdes.2016.11.066/P,10.1007/s12206-017-0742-8/O
10.1016/j.matdes.2016.11.066/P,10.1038/s41524-017-0027-x/O
10.1016/j.matdes.2016.11.066/P,10.1007/s11837-017-2309-7/O
10.1109/TAP.2016.2632618/P,10.33012/2017.15158/O
10.1109/TAP.2016.2632618/P,10.1109/TAP.2017.2758390/O
10.1109/TAP.2016.2632618/P,10.1364/CLEO_SI.2017.SM2C.5/O
10.1109/TAP.2016.2632618/P,10.1109/TAP.2017.2708084/O
10.1109/TAP.2016.2632618/P,10.1117/12.2250582/O
10.1109/TAP.2016.2632618/P,10.1109/TAP.2016.2632618/O
10.1109/TAP.2016.2632618/P,10.1115/DETC201767581/O
10.1109/TAP.2016.2632618/P,10.1109/TAES.2017.2671785/O
10.1109/TAP.2016.2632618/P,10.1109/TAP.2017.2766679/O
10.1109/TAP.2016.2632618/P,10.1115/DETC2017-67274/O
10.1109/TAP.2016.2632618/P,10.1115/DETC201767584/O
10.1109/TAP.2016.2632618/P,10.1061/9780784480458.003/O
10.1109/TAP.2016.2632618/P,10.1115/DETC2017-68370/O
10.1109/TAP.2016.2632618/P,10.1115/DETC2017-67439/O
10.1109/TAP.2016.2632618/P,10.1109/TAES.2017.2671784/O
10.1007/s00158-016-1518-y/P,10.1177/0731684417721660/O
10.1007/s00158-016-1518-y/P,10.1007/s00158-016-1518-y/O
10.1007/s00158-016-1518-y/P,10.1109/ICRA.2017.7989588/O
10.1007/s00158-016-1518-y/P,10.1109/BIBE.2017.00-44/O
10.1007/s00158-016-1518-y/P,10.1007/s12273-016-0332-1/O
10.1007/s00158-016-1518-y/P,10.1109/TAP.2017.2766679/O
10.1007/s00158-016-1518-y/P,10.1145/2909824.3020225/O
10.1007/s00158-016-1518-y/P,10.1007/978-3-319-45387-3_10/O
10.1007/s00158-016-1518-y/P,10.1016/j.cma.2017.08.003/O
10.1007/s00158-016-1518-y/P,10.1115/DETC2017-67274/O
10.1109/TAES.2017.2650818/P,10.1109/TAP.2017.2766679/O
10.1109/TAES.2017.2650818/P,10.2514/1.I010503/O
10.1109/TAES.2017.2650818/P,10.1080/16864360.2016.1273578/O
10.1109/TAES.2017.2650818/P,10.1016/j.commatsci.2017.04.015/O
10.1109/TAES.2017.2650818/P,10.2514/6.2017-4049/O
10.1109/TAES.2017.2650818/P,10.1364/CLEO_SI.2017.SM4C.5/O
10.1109/TAES.2017.2650818/P,10.1115/DETC201767586/O
10.1109/TAES.2017.2650818/P,10.2514/6.2017-4043/O
10.1109/TAES.2017.2650818/P,10.1109/TAES.2017.2650818/O
10.1109/TAES.2017.2650818/P,10.1109/IROS.2017.8206308/O
10.1364/AO.56.001062/P,10.1111/risa.12652/O
10.1364/AO.56.001062/P,10.1364/AO.56.001062/O
10.1364/AO.56.001062/P,10.1109/TCPMT.2016.2646484/O
10.1061/(ASCE)HY.1943-7900.0001221/P,10.1109/TLT.2017.2740172/O
10.1061/(ASCE)HY.1943-7900.0001221/P,10.1016/j.commatsci.2017.01.017/O
10.1061/(ASCE)HY.1943-7900.0001221/P,10.1061/(ASCE)WR.1943-5452.0000720/O
10.1061/(ASCE)HY.1943-7900.0001221/P,10.1016/j.matdes.2016.11.066/O
10.1061/(ASCE)HY.1943-7900.0001221/P,10.1061/(ASCE)HY.1943-7900.0001221/O
10.1061/(ASCE)HY.1943-7900.0001221/P,10.2514/6.2017-1152/O
10.1061/(ASCE)HY.1943-7900.0001221/P,10.3141/2636-04/O
10.1109/TCPMT.2016.2646484/P,10.1109/TAP.2017.2748237/O
10.1109/TCPMT.2016.2646484/P,10.1080/00207217.2017.1279229/O
10.1109/TCPMT.2016.2646484/P,10.1364/AO.56.001062/O
10.1109/TCPMT.2016.2646484/P,10.1109/TCPMT.2016.2646484/O
10.1007/s00332-016-9333-6/P,10.1007/s00332-016-9333-6/O
10.1109/IPCon.2016.7831137/P,10.1109/MWSYM.2017.8058605/O
10.1109/IPCon.2016.7831137/P,10.3390/mi8080252/O
10.1109/IPCon.2016.7831137/P,10.1109/TAP.2017.2708084/O
10.1109/IPCon.2016.7831137/P,10.1109/LPT.2017.2686354/O
10.1109/IPCon.2016.7831137/P,10.1109/IPCon.2016.7831137/O
10.1109/IPCon.2016.7831137/P,10.1109/IPCon.2016.7831143/O
10.1109/IPCon.2016.7831137/P,10.1364/CLEO_AT.2017.JTu5A.128/O
10.1109/IPCon.2016.7831137/P,10.1364/CLEO_SI.2017.SM4C.5/O
10.1109/IPCon.2016.7831137/P,10.1117/12.2250582/O
10.1109/IPCon.2016.7831143/P,10.1109/IPCon.2016.7831137/O
10.1109/IPCon.2016.7831143/P,10.1109/IPCon.2016.7831143/O
10.1109/IPCon.2016.7831143/P,10.1364/CLEO_SI.2017.SM2C.5/O
10.2514/6.2017-0908/P,10.1109/IROS.2017.8206443/O
10.2514/6.2017-0908/P,10.1109/ICUAS.2017.7991391/O
10.2514/6.2017-0908/P,10.1109/SYSCON.2017.7934789/O
10.2514/6.2017-0908/P,10.2514/6.2017-0908/O
10.2514/6.2017-0908/P,10.33012/2017.15158/O
10.2514/6.2017-0908/P,10.2514/6.2017-1152/O
10.2514/6.2017-0908/P,10.2514/1.I010503/O
10.2514/6.2017-0908/P,10.1061/9780784480458.053/O
10.2514/6.2017-0908/P,10.2514/6.2017-5341/O
10.1115/GT2017-63724/P,10.1109/TAP.2017.2708084/O
10.1115/GT2017-63724/P,10.1109/MWSYM.2017.8058605/O
10.1115/GT2017-63724/P,10.1115/GT2017-65031/O
10.1115/GT2017-63724/P,10.1117/12.2274694/O
10.1115/GT2017-63724/P,10.1007/s10694-016-0644-9/O
10.1115/GT2017-63724/P,10.24928/2017/0182/O
10.1115/GT2017-63724/P,10.1109/TAP.2017.2748237/O
10.1115/GT2017-63724/P,10.1021/acs.energyfuels.6b03387/O
10.1115/GT2017-63724/P,10.1016/j.bios.2016.12.071/O
10.1115/GT2017-63724/P,10.1016/j.jsv.2017.07.021/O
10.1115/GT2017-63724/P,10.7122/486652-ms/O
10.1115/GT2017-63724/P,10.1115/GT2017-63724/O
10.1115/GT2017-63724/P,10.1115/GT201763490/O
10.1115/GT201763490/P,10.1109/TAP.2017.2748237/O
10.1115/GT201763490/P,10.1021/acs.energyfuels.6b03387/O
10.1115/GT201763490/P,10.1109/TAP.2017.2708084/O
10.1115/GT201763490/P,10.1115/GT201763490/O
10.1115/GT201763490/P,10.1007/s00348-016-2297-3/O
10.1115/GT201763490/P,10.1017/jfm.2017.365/O
10.1115/GT201763490/P,10.1016/j.jsv.2017.07.021/O
10.1115/GT201763490/P,10.24928/2017/0182/O
10.1115/GT201763490/P,10.1115/GT2017-65031/O
10.1115/GT201763490/P,10.1115/GT2017-63724/O
10.33012/2017.15158/P,10.33012/2017.15158/O
10.33012/2017.15158/P,10.1109/IROS.2017.8206443/O
10.33012/2017.15158/P,10.1109/ICUAS.2017.7991391/O
10.33012/2017.15158/P,10.1109/TAES.2017.2671785/O
10.33012/2017.15158/P,10.1061/9780784480458.053/O
10.33012/2017.15158/P,10.2514/6.2017-0908/O
10.33012/2017.15158/P,10.2514/1.I010503/O
10.33012/2017.15158/P,10.1109/ICRA.2017.7989588/O
10.33012/2017.15158/P,10.1109/SYSCON.2017.7934789/O
10.33012/2017.15158/P,10.1109/TAP.2016.2632618/O
10.33012/2017.15158/P,10.1364/AO.56.004911/O
10.33012/2017.15158/P,10.1109/TAP.2017.2758390/O
10.33012/2017.15158/P,10.2514/6.2017-1152/O
10.1109/LGRS.2016.2630010/P,10.1109/LGRS.2016.2630010/O
10.1177/2041731417718809/P,10.1039/c7lc00644f/O
10.1177/2041731417718809/P,10.1007/s10439-017-1910-9/O
10.1177/2041731417718809/P,10.1007/s10439-017-1852-2/O
10.1177/2041731417718809/P,10.1016/j.joca.2017.05.004/O
10.1177/2041731417718809/P,10.1016/j.bios.2016.12.071/O
10.1177/2041731417718809/P,10.1007/s10439-016-1765-5/O
10.1177/2041731417718809/P,10.1111/risa.12652/O
10.1177/2041731417718809/P,10.1021/acs.bioconjchem.7b00281/O
10.1177/2041731417718809/P,10.1115/1.4036336/O
10.1177/2041731417718809/P,10.1177/2041731417718809/O
10.1177/2041731417718809/P,10.1016/j.biomaterials.2017.02.021/O
10.1177/2041731417718809/P,10.1109/ICORR.2017.8009242/O
10.1115/DETC2017-68025/P,10.23919/ACC.2017.7963663/O
10.1115/DETC2017-68025/P,10.1007/s00163-017-0253-8/O
10.1115/DETC2017-68025/P,10.1109/TAES.2017.2671785/O
10.1115/DETC2017-68025/P,10.1061/(ASCE)CO.1943-7862.0001310/O
10.1115/DETC2017-68025/P,10.1115/DETC201767586/O
10.1115/DETC2017-68025/P,10.1109/TLT.2017.2740172/O
10.1115/DETC2017-68025/P,10.1364/CLEO_AT.2017.JTu5A.128/O
10.1115/DETC2017-68025/P,10.1109/TCSII.2016.2642820/O
10.1115/DETC2017-68025/P,10.1115/DETC201767581/O
10.1115/DETC2017-68025/P,10.1088/1361-6528/aa68b0/O
10.1115/DETC2017-68025/P,10.4271/2017-01-6000/O
10.1115/DETC2017-68025/P,10.1115/1.4036304/O
10.1115/DETC2017-68025/P,10.1115/DETC201767584/O
10.1115/DETC2017-68025/P,10.1109/ICRA.2017.7989218/O
10.1115/DETC2017-68025/P,10.1115/DETC2017-68025/O
10.1115/DETC2017-68370/P,10.1115/DETC2017-67439/O
10.1115/DETC2017-68370/P,10.1109/TAES.2017.2671784/O
10.1115/DETC2017-68370/P,10.1115/DETC2017-67274/O
10.1115/DETC2017-68370/P,10.1115/DETC2017-67081/O
10.1115/DETC2017-68370/P,10.1115/DETC2017-67440/O
10.1115/DETC2017-68370/P,10.1364/CLEO_SI.2017.SM2C.5/O
10.1115/DETC2017-68370/P,10.1080/00207217.2017.1279229/O
10.1115/DETC2017-68370/P,10.1115/DETC2017-68018/O
10.1115/DETC2017-68370/P,10.1115/DETC2017-68370/O
10.1115/DETC2017-68370/P,10.1109/ICRA.2017.7989218/O
10.1115/DETC2017-67274/P,10.1115/DETC2017-68205/O
10.1115/DETC2017-67274/P,10.1080/16864360.2016.1257184/O
10.1115/DETC2017-67274/P,10.2514/6.2017-3520/O
10.1115/DETC2017-67274/P,10.1080/16864360.2016.1240449/O
10.1115/DETC2017-67274/P,10.1109/TAP.2017.2708084/O
10.1115/DETC2017-67274/P,10.1007/s00158-016-1518-y/O
10.1115/DETC2017-67274/P,10.1115/DETC2017-68018/O
10.1115/DETC2017-67274/P,10.1115/DETC2017-68370/O
10.1115/DETC2017-67274/P,10.1115/DETC2017-68025/O
10.1115/DETC2017-67274/P,10.1016/j.ijheatmasstransfer.2017.05.046/O
10.1115/DETC2017-67274/P,10.1115/DETC201767584/O
10.1115/DETC2017-67274/P,10.1080/00207217.2017.1279229/O
10.1115/DETC2017-67274/P,10.1115/DETC2017-67440/O
10.1115/DETC2017-67274/P,10.1061/9780784480724.051/O
10.1115/DETC2017-67274/P,10.1115/DETC2017-67081/O
10.1115/DETC2017-67274/P,10.1115/DETC201767581/O
10.1115/DETC2017-67274/P,10.1115/DETC201767586/O
10.1115/DETC201767581/P,10.1115/DETC2017-68025/O
10.1115/DETC201767581/P,10.1080/16864360.2016.1240449/O
10.1115/DETC201767581/P,10.1115/1.4035674/O
10.1115/DETC201767581/P,10.1109/TLT.2017.2740172/O
10.1115/DETC201767581/P,10.1115/DETC201767586/O
10.1115/DETC201767581/P,10.1115/DETC2017-67440/O
10.1115/DETC201767581/P,10.1115/DETC2017-68205/O
10.1115/DETC201767581/P,10.4271/2017-01-1329/O
10.1115/DETC201767581/P,10.1115/1.4036304/O
10.1115/DETC201767581/P,10.2118/184610-ms/O
10.1115/DETC201767581/P,10.1109/TAP.2016.2632618/O
10.1115/DETC201767581/P,10.1080/16864360.2016.1257184/O
10.1115/DETC201767581/P,10.1016/j.ijheatmasstransfer.2017.03.055/O
10.1115/DETC201767581/P,10.1061/(ASCE)WR.1943-5452.0000720/O
10.1115/DETC201767581/P,10.1115/DETC201767584/O
10.1115/DETC201767581/P,10.1007/s00163-017-0253-8/O
10.1115/DETC201767581/P,10.1061/9780784480458.053/O
10.1115/DETC201767581/P,10.1115/DETC2017-68018/O
10.1115/DETC201767581/P,10.1080/16864360.2016.1273578/O
10.1115/DETC201767586/P,10.1109/TLT.2017.2740172/O
10.1115/DETC201767586/P,10.1080/16864360.2016.1240449/O
10.1115/DETC201767586/P,10.1080/16864360.2016.1273578/O
10.1115/DETC201767586/P,10.1115/DETC2017-68205/O
10.1115/DETC201767586/P,10.1115/1.4035674/O
10.1115/DETC201767586/P,10.1117/12.2274694/O
10.1115/DETC201767586/P,10.1115/DETC201767586/O
10.1115/DETC201767586/P,10.1115/DETC2017-67439/O
10.1115/DETC201767586/P,10.1080/00207217.2017.1279229/O
10.1115/DETC201767586/P,10.1061/(ASCE)CO.1943-7862.0001310/O
10.1115/DETC201767586/P,10.1115/DETC2017-67274/O
10.1115/DETC201767586/P,10.1115/DETC2017-68025/O
10.1115/DETC201767586/P,10.1115/DETC2017-67081/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1016/j.commatsci.2017.04.015/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1109/TAP.2017.2766679/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1109/LPT.2017.2686354/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1016/j.ijheatmasstransfer.2016.12.076/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1364/CLEO_SI.2017.SM4C.5/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1016/j.snb.2017.02.037/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1080/16864360.2016.1273578/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1016/j.ijmultiphaseflow.2016.10.005/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.2514/6.2017-4049/O
10.1016/j.ijheatmasstransfer.2017.03.044/P,10.1021/acs.iecr.7b03748/O
